1.897504   ,   -3.634115   ,   0.182993   ,   16.61994
-4.394585   ,   -1.508237   ,   1.523854   ,   0.6578143
1.350476   ,   0.7665023   ,   3.728771   ,   -52.41399
1.347777   ,   0.7649708   ,   3.721321   ,   -50.31126
5.873562   ,   16.2553   ,   -55.12518
5.526075   ,   40.40571   ,   -73.41563
-6.068478   ,   60.61291   ,   -80.88878
-28.91009   ,   76.87691   ,   -77.54462
-29.25758   ,   101.0273   ,   -95.83508
-6.415963   ,   84.76331   ,   -99.17924
5.178589   ,   64.55611   ,   -91.7061
16.77314   ,   44.34891   ,   -84.23295
28.36769   ,   24.14171   ,   -76.7598
28.71518   ,   -0.008696538   ,   -58.46934
-16.27308   ,   -15.78151   ,   -15.20008
6.916024   ,   -56.19591   ,   -0.2537816
-4.331043   ,   -60.13911   ,   10.56353
-62.3038   ,   40.89688   ,   -26.80221
-51.05674   ,   44.84009   ,   -37.61952
-27.86763   ,   4.425689   ,   -22.67323
-6.921347   ,   -6.764708   ,   -75.57927
-7.268835   ,   17.3857   ,   -93.86973
-18.86339   ,   37.5929   ,   -101.3429
-41.705   ,   53.85689   ,   -97.99871
-42.05249   ,   78.00729   ,   -116.2892
-19.21088   ,   61.74331   ,   -119.6333
-7.616323   ,   41.5361   ,   -112.1602
3.978229   ,   21.3289   ,   -104.687
15.57278   ,   1.121701   ,   -97.2139
15.92027   ,   -23.02871   ,   -78.92344
-29.06799   ,   -38.80152   ,   -35.65417
-5.878886   ,   -79.21592   ,   -20.70788
-17.12595   ,   -83.15912   ,   -9.890568
-75.09871   ,   17.87688   ,   -47.2563
-63.85165   ,   21.82008   ,   -58.07362
-40.66254   ,   -18.59432   ,   -43.12732
