4.924261   ,   0.4305983   ,   -0.7524902   ,   -3
-0.6019922   ,   3.422488   ,   -1.980955   ,   3
0.3444786   ,   2.041546   ,   3.422488   ,   -3
0   ,   0   ,   0   ,   1
-21.35736   ,   7.90971   ,   -0.7662648
-47.14512   ,   6.206787   ,   -16.53521
-70.87503   ,   11.91386   ,   -18.18149
-92.54709   ,   25.03093   ,   -5.70511
-118.3348   ,   23.32801   ,   -21.47406
-96.66279   ,   10.21094   ,   -33.95044
-72.93288   ,   4.503865   ,   -32.30416
-49.20297   ,   -1.20321   ,   -30.65788
-25.47306   ,   -6.910283   ,   -29.0116
0.3146992   ,   -5.207361   ,   -13.24265
8.546104   ,   24.43262   ,   43.24802
56.00592   ,   13.01848   ,   46.54058
58.06377   ,   20.42848   ,   60.66325
-60.58577   ,   48.96384   ,   52.43184
-62.64362   ,   41.55385   ,   38.30917
-15.1838   ,   30.1397   ,   41.60173
-7.089674   ,   34.1229   ,   -15.58626
-32.87744   ,   32.41998   ,   -31.35521
-56.60735   ,   38.12705   ,   -33.00149
-78.2794   ,   51.24412   ,   -20.5251
-104.0672   ,   49.5412   ,   -36.29405
-82.39511   ,   36.42413   ,   -48.77044
-58.6652   ,   30.71705   ,   -47.12415
-34.93529   ,   25.00998   ,   -45.47787
-11.20538   ,   19.3029   ,   -43.83159
14.58238   ,   21.00583   ,   -28.06264
22.81379   ,   50.64581   ,   28.42802
70.27361   ,   39.23167   ,   31.72058
72.33146   ,   46.64166   ,   45.84325
-46.31808   ,   75.17703   ,   37.61184
-48.37594   ,   67.76704   ,   23.48918
-0.9161191   ,   56.35289   ,   26.78174
